Goodstart Early Learning Roxburgh Park - Sommeville Drive,"61-65 Sommeville Drive, ROXBURGH PARK, VIC 3064",ROXBURGH PARK,3064,Centre-Based Care,75,Meeting NQS
Goodstart Early Learning Seymour,"Bishop Street, SEYMOUR, VIC 3660",SEYMOUR,3660,Centre-Based Care,66,Exceeding NQS
Goodstart Early Learning Shepparton - Archer Street,"132-134 Archer Street, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Centre-Based Care,90,Meeting NQS
Goodstart Early Learning Shepparton - Bourchier Street,"49-51 Bourchier Street, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Centre-Based Care,105,Working Towards NQS
Goodstart Early Learning Springvale,"9 St James Avenue, SPRINGVALE, VIC 3171",SPRINGVALE,3171,Centre-Based Care,42,Meeting NQS
Goodstart Early Learning Strathfieldsaye,"913 Wellington Street, STRATHFIELDSAYE, VIC 3551",STRATHFIELDSAYE,3551,Centre-Based Care,98,Meeting NQS
Goodstart Early Learning Sunbury - Barkly Street,"43 Barkly Street, SUNBURY, VIC 3429",SUNBURY,3429,Centre-Based Care,70,Exceeding NQS
Goodstart Early Learning Sunbury - Bennett Court,"24 Bennett Court, SUNBURY, VIC 3429",SUNBURY,3429,Centre-Based Care,80,Exceeding NQS
Goodstart Early Learning Sunbury - Ligar Street,"19-21 Ligar Street, SUNBURY, VIC 3429",SUNBURY,3429,Centre-Based Care,60,Meeting NQS
Goodstart Early Learning Swan Hill - Beveridge Street,"100 Beveridge Street, SWAN HILL, VIC 3585",SWAN HILL,3585,Centre-Based Care,35,Meeting NQS
Goodstart Early Learning Swan Hill - Pritchard Street,"28A Pritchard Street, SWAN HILL, VIC 3585",SWAN HILL,3585,Centre-Based Care,75,Meeting NQS
Goodstart Early Learning Sydenham,"60 Community Hub, SYDENHAM, VIC 3037",SYDENHAM,3037,Centre-Based Care,90,Exceeding NQS
Goodstart Early Learning Tarneit,"17 David John Drive, TARNEIT, VIC 3029",TARNEIT,3029,Centre-Based Care,120,Meeting NQS
Goodstart Early Learning Taylors Hill,"21 Woollahra Parade, TAYLORS HILL, VIC 3037",TAYLORS HILL,3037,Centre-Based Care,75,Meeting NQS
Goodstart Early Learning Thornbury,"99-101 Harold Street, THORNBURY, VIC 3071",THORNBURY,3071,Centre-Based Care,44,Exceeding NQS
Goodstart Early Learning Torquay,"86 Beach Road, TORQUAY, VIC 3228",TORQUAY,3228,Centre-Based Care,45,Meeting NQS
Goodstart Early Learning Traralgon - Conway Court,"1 Conway Court, TRARALGON, VIC 3844",TRARALGON,3844,Centre-Based Care,80,Meeting NQS
Goodstart Early Learning Traralgon - Grey Street,"151 Grey Street, TRARALGON, VIC 3844",TRARALGON,3844,Centre-Based Care,60,Meeting NQS
Goodstart Early Learning Traralgon - Park Lane,"42-44 Park Lane, TRARALGON, VIC 3844",TRARALGON,3844,Centre-Based Care,86,Meeting NQS
Goodstart Early Learning Vermont - Canterbury Road North,"425-429 Canterbury Road, VERMONT, VIC 3133",VERMONT,3133,Centre-Based Care,120,Working Towards NQS
Goodstart Early Learning Vermont - Canterbury Road South,"522-524 Canterbury Road, VERMONT, VIC 3133",VERMONT,3133,Centre-Based Care,55,Meeting NQS
Goodstart Early Learning Wangaratta - Moore Street,"20 Moore Street, WANGARATTA, VIC 3677",WANGARATTA,3677,Centre-Based Care,58,Meeting NQS
Goodstart Early Learning Wangaratta - Murdoch Road,"38-40 Murdoch Road, WANGARATTA, VIC 3677",WANGARATTA,3677,Centre-Based Care,77,Meeting NQS
Goodstart Early Learning Wangaratta - Williams Road,"54-58 Williams Road, WANGARATTA, VIC 3677",WANGARATTA,3677,Centre-Based Care,95,Meeting NQS
Goodstart Early Learning Wantirna,"309 Mountain Highway, WANTIRNA, VIC 3152",WANTIRNA,3152,Centre-Based Care,120,Meeting NQS
Goodstart Early Learning Wantirna South - Cathies Lane,"51 Cathies Lane, WANTIRNA, VIC 3152",WANTIRNA,3152,Centre-Based Care,67,Meeting NQS
Goodstart Early Learning Wantirna South - Wallace Road,"1A Wallace Road, WANTIRNA SOUTH, VIC 3152",WANTIRNA SOUTH,3152,Centre-Based Care,90,Meeting NQS
Goodstart Early Learning Warragul - Burke Street,"75-77 Burke Street, WARRAGUL, VIC 3820",WARRAGUL,3820,Centre-Based Care,70,Exceeding NQS
Goodstart Early Learning Warragul - Sutton Street,"201 Sutton Street, WARRAGUL, VIC 3820",WARRAGUL,3820,Centre-Based Care,81,Exceeding NQS
Goodstart Early Learning Warrnambool,"121 Whites Road, WARRNAMBOOL, VIC 3280",WARRNAMBOOL,3280,Centre-Based Care,80,Meeting NQS
Goodstart Early Learning Waurn Ponds,"Corner Baxter Drive and Nicol Drive South  Deakin University, WAURN PONDS, VIC 3216",WAURN PONDS,3216,Centre-Based Care,122,Meeting NQS
Goodstart Early Learning Wendouree,"1122 Howitt Street, WENDOUREE, VIC 3355",WENDOUREE,1122,Centre-Based Care,60,Exceeding NQS
Goodstart Early Learning Werribee,"39-41 Duncans Road, WERRIBEE, VIC 3030",WERRIBEE,3030,Centre-Based Care,60,Exceeding NQS
Goodstart Early Learning West Melton,"12 James Cook Drive, WEST MELTON, VIC 3337",WEST MELTON,3337,Centre-Based Care,75,Meeting NQS
Goodstart Early Learning Wodonga,"137 Brockley Street, WODONGA, VIC 3690",WODONGA,3690,Centre-Based Care,94,Meeting NQS
Goodstart Early Learning Woodend,"12 Wood Street, WOODEND, VIC 3442",WOODEND,3442,Centre-Based Care,60,Meeting NQS
Goodstart Early Learning Yarrawonga,"69 Telford Street, YARRAWONGA, VIC 3730",YARRAWONGA,3730,Centre-Based Care,65,Meeting NQS
GoodWill Family Day Care,"25 Pigeon St, WERRIBEE, VIC 3030",WERRIBEE,3030,Family Day Care,,Provisional – Not Yet Assessed
Goodwin Estate Kindergarten,"28 Rome Beauty Avenue, THE BASIN, VIC 3154",THE BASIN,3154,Centre-Based Care,30,Exceeding NQS
Gordon Street Preschool,"17-19 Gordon Street, BEAUMARIS, VIC 3193",BEAUMARIS,3193,Centre-Based Care,28,Exceeding NQS
Gormandale Kindergarten,"38 Main Street, GORMANDALE, VIC 3873",GORMANDALE,3873,Centre-Based Care,19,Exceeding NQS
Goroke Preschool,"9 Compston Street, GOROKE, VIC 3412",GOROKE,3412,Centre-Based Care,25,Exceeding NQS
Gowanbrae Children's Centre,"2A Marigold Crescent, GOWANBRAE, VIC 3043",GOWANBRAE,3043,Centre-Based Care,70,Exceeding NQS
Gower Street Kindergarten,"146 Gower Street, PRESTON, VIC 3072",PRESTON,3072,Centre-Based Care,29,Working Towards NQS
Gowrie Park Kindergarten,"35 Hughes Street, TATURA, VIC 3616",TATURA,3616,Centre-Based Care,29,Meeting NQS
Gowrie Street Preschool and Occassional Care,"1- 19 Gowrie Street, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Centre-Based Care,75,Meeting NQS
Gowrie Victoria Broadmeadows Valley,"30-56 Johnstone Street, BROADMEADOWS, VIC 3047",BROADMEADOWS,3047,Centre-Based Care,128,Working Towards NQS
Grace Berglund Kindergarten,"12 George Street, WARRAGUL, VIC 3820",WARRAGUL,3820,Centre-Based Care,23,Exceeding NQS
Grace St Early Learning Centre,"24-26 Grace Street, ST ALBANS, VIC 3021",ST ALBANS,3021,Centre-Based Care,91,Working Towards NQS
Grampians YMCA FDC,"87-89 D'arcy Street, STAWELL, VIC 3380",STAWELL,3380,Family Day Care,,Meeting NQS
Grange Road Kindergarten,"66 Grange Road, SANDRINGHAM, VIC 3191",SANDRINGHAM,3191,Centre-Based Care,60,Exceeding NQS
Gray Court Preschool,"Gray Court, MOOROOLBARK, VIC 3138",MOOROOLBARK,3138,Centre-Based Care,29,Meeting NQS
Great Beginnings Boronia,"166 Albert Avenue, BORONIA, VIC 3155",BORONIA,3155,Centre-Based Care,120,Meeting NQS
Great Beginnings Epsom,"30-36 Howard Street, EPSOM, VIC 3551",EPSOM,3551,Centre-Based Care,92,Provisional – Not Yet Assessed
Great Beginnings Family Day Care,"Unit 1 30 Trugo lane, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Working Towards NQS
Great Beginnings Notting Hill,"680 Blackburn Rd, NOTTING HILL, VIC 3168",NOTTING HILL,3168,Centre-Based Care,120,Provisional – Not Yet Assessed
Great Beginnings Pakenham,"84 Toomuc Valley Rd, PAKENHAM, VIC 3810",PAKENHAM,3810,Centre-Based Care,160,Meeting NQS
Great Beginnings Reservoir,"763 Gilbert Road, RESERVOIR, VIC 3073",RESERVOIR,3073,Centre-Based Care,120,Meeting NQS
Greater Dandenong Family Day Care Scheme,"39 Clow Street, DANDENONG, VIC 3175",DANDENONG,3175,Family Day Care,,Exceeding NQS
Greater Shepparton Family Day Care,"10-12 Parkside Drive, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Family Day Care,,Exceeding NQS
GREATER TOMORROW FAMILY DAY CARE SERVICE,"63 Allumba Way, WOLLERT, VIC 3750",WOLLERT,3750,Family Day Care,,Working Towards NQS
Green Cottage Child Care,"302 Frankston-Dandenong Road, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,61,Meeting NQS
Green Kids Early Learning,"Lot 12 Enterprise Ave, HAMPTON PARK, VIC 3976",HAMPTON PARK,3976,Centre-Based Care,57,Meeting NQS
Green Land Children's Services Centre,"420 High Street Road, MOUNT WAVERLEY, VIC 3149",MOUNT WAVERLEY,3149,Centre-Based Care,67,Working Towards NQS
Green Park Casuarina Kindergarten,"18 - 20 Williams Road, HORSHAM, VIC 3400",HORSHAM,3400,Centre-Based Care,54,Meeting NQS
Greenbrook Kindergarten,"31 Lowalde Drive, EPPING, VIC 3076",EPPING,3076,Centre-Based Care,30,Exceeding NQS
Greenhills Preschool,"37 St Helena Road, GREENSBOROUGH, VIC 3088",GREENSBOROUGH,3088,Centre-Based Care,30,Exceeding NQS
Greenhills PS OSHC,"8 Mine Street, GREENSBOROUGH, VIC 3088",GREENSBOROUGH,3088,Centre-Based Care,105,Exceeding NQS
Greenland Early Learning Centre,"75-77 Watsons Road, GLEN WAVERLEY, VIC 3150",GLEN WAVERLEY,3150,Centre-Based Care,105,Working Towards NQS
Greensborough OSHClub,"130 Grimshaw Street, GREENSBOROUGH, VIC 3088",GREENSBOROUGH,3088,Centre-Based Care,35,Exceeding NQS
Greensborough Preschool,"17-19 Ester Street, GREENSBOROUGH, VIC 3088",GREENSBOROUGH,3088,Centre-Based Care,30,Exceeding NQS
Greensborough Road Early Learning & Kinder,"51-55 Greensborough Road, MACLEOD, VIC 3085",MACLEOD,3085,Centre-Based Care,99,Meeting NQS
Greenvale OSHClub,"Bradford Avenue, GREENVALE, VIC 3059",GREENVALE,3059,Centre-Based Care,60,Exceeding NQS
Greenville Kindergarten,"58 Greenville Drive, GROVEDALE, VIC 3216",GROVEDALE,3216,Centre-Based Care,30,Exceeding NQS
Greenvue Kindergarten,"6 Wootten Rd, TARNEIT, VIC 3029",TARNEIT,3029,Centre-Based Care,22,Meeting NQS
Greenwood Park Kindergarten,"Greenwood Park Kindergarten  5a Greenwood Ave, RINGWOOD, VIC 3134",RINGWOOD,3134,Centre-Based Care,70,Provisional – Not Yet Assessed
Greta Valley Primary School O.S.H.C,"Greta Valley Primary School  2376 Wangaratta-Kilfeera Road, GRETA SOUTH, VIC 3675",GRETA SOUTH,2376,Centre-Based Care,15,Meeting NQS
Greythorn Early Childhood Centre,"Balwyn Leisure Centre  230 Balwyn Road, BALWYN NORTH, VIC 3104",BALWYN NORTH,3104,Centre-Based Care,40,Provisional – Not Yet Assessed
Greythorn Primary OSHClub,"Reading Ave, BALWYN NORTH, VIC 3104",BALWYN NORTH,3104,Centre-Based Care,66,Meeting NQS
Grosvenor Street Childcare Centre,"53-55 Grosvenor Street, SOUTH YARRA, VIC 3141",SOUTH YARRA,3141,Centre-Based Care,31,Exceeding NQS
Grovedale Child and Family Centre,"45 Heyers Road, GROVEDALE, VIC 3216",GROVEDALE,3216,Centre-Based Care,99,Exceeding NQS
Grovedale Preschool,"83 Heyers Road, GROVEDALE, VIC 3216",GROVEDALE,3216,Centre-Based Care,30,Exceeding NQS
Grovedale PS OSHC - Extend,"Grovedale Primary  143 Bailey St, GROVEDALE, VIC 3216",GROVEDALE,3216,Centre-Based Care,24,Working Towards NQS
Grovedale West Primary School Outside School Hours Care Program,"Noila Street, GROVEDALE, VIC 3216",GROVEDALE,3216,Centre-Based Care,75,Meeting NQS
Grow 'n' Learn Educational Hub,"414 Derrimut Road, TARNEIT, VIC 3029",TARNEIT,3029,Centre-Based Care,288,Working Towards NQS
Growing Kids Children Services,"69 Irving St, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Provisional – Not Yet Assessed
Growing Minds Family Day Care Service,"A30 Marriott Waters S/Centre  10-18 Society Ave, LYNDHURST, VIC 3975",LYNDHURST,3975,Family Day Care,,Working Towards NQS
Guardian Childcare & Early Learning - Bentleigh East,"236 East Boundary Road, BENTLEIGH EAST, VIC 3165",BENTLEIGH EAST,3165,Centre-Based Care,120,Meeting NQS
Guardian Childcare & Early Learning - Hillside,"4 The Parks, HILLSIDE, VIC 3037",HILLSIDE,3037,Centre-Based Care,93,Meeting NQS
Guardian Childcare & Early Learning - Moorabbin,"488 South Road, MOORABBIN, VIC 3189",MOORABBIN,3189,Centre-Based Care,94,Meeting NQS
Guardian Early Learning - Richmond,"67-81 Hoddle St, RICHMOND, VIC 3121",RICHMOND,3121,Centre-Based Care,120,Provisional – Not Yet Assessed
Guardian Early Learning Centre - Blackburn,"440 Middleborough Road, BLACKBURN, VIC 3130",BLACKBURN,3130,Centre-Based Care,62,Exceeding NQS
Guardian Early Learning Centre - Collins Street,"L 8, L 9 & L10  101 Collins St, MELBOURNE, VIC 3000",MELBOURNE,3000,Centre-Based Care,104,Provisional – Not Yet Assessed
Guardian Early Learning Centre - Mentone,"37 Venice Street, MENTONE, VIC 3194",MENTONE,3194,Centre-Based Care,115,Meeting NQS
Guardian Early Learning Centre - Montmorency,"60-62 Sherbourne Road, MONTMORENCY, VIC 3094",MONTMORENCY,3094,Centre-Based Care,120,Meeting NQS
Guardian Early Learning Centre - Mt Eliza,"1305 Nepean Highway, MOUNT ELIZA, VIC 3930",MOUNT ELIZA,1305,Centre-Based Care,105,Exceeding NQS
Guardian Early Learning Centre - Point Cook,"37-39 Windorah Drive, POINT COOK, VIC 3030",POINT COOK,3030,Centre-Based Care,144,Meeting NQS
Guardian Early Learning Centre - St Kilda Road,"580 St Kilda Rd, MELBOURNE, VIC 3004",MELBOURNE,3004,Centre-Based Care,140,Working Towards NQS
Gum Nut Preschool & Child Care,"1 Como Street, ALPHINGTON, VIC 3078",ALPHINGTON,3078,Centre-Based Care,96,Meeting NQS
Gum Nuts Resort,"31 Carrier Street, BENALLA, VIC 3672",BENALLA,3672,Centre-Based Care,140,Exceeding NQS
Gumnut Gully Preschool,"Larnoo Drive, DONCASTER EAST, VIC 3109",DONCASTER EAST,3109,Centre-Based Care,27,Exceeding NQS
Gumnuts Early Learning Centre,"305-307 Raglan Street, SALE, VIC 3850",SALE,3850,Centre-Based Care,96,Working Towards NQS
Gumnuts Outside School Hours Care,"Macalister street, SALE, VIC 3850",SALE,3850,Centre-Based Care,60,Meeting NQS
Gunbower Preschool Play Centre,"1 Wilson Street, GUNBOWER, VIC 3566",GUNBOWER,3566,Centre-Based Care,22,Exceeding NQS
Guthrie Street Child Care Centre,"52-56 Guthrie Street, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Centre-Based Care,80,Meeting NQS
Guthrie Street Primary After School Care Program,"Guthrie Street, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Centre-Based Care,80,Meeting NQS
Gwendoline Kindergarten,"25 Gwendoline Drive, BERWICK, VIC 3806",BERWICK,3806,Centre-Based Care,120,Exceeding NQS
Gwenfa Hampton Kindergarten,"127 Fitzroy Street, SALE, VIC 3850",SALE,3850,Centre-Based Care,24,Exceeding NQS
H E Kane Memorial Kindergarten,"20A Volga Street, HADFIELD, VIC 3046",HADFIELD,3046,Centre-Based Care,60,Meeting NQS
Haange Family Day Care Pty Ltd,"Se 106  19 Lacy St, BRAYBROOK, VIC 3019",BRAYBROOK,3019,Family Day Care,,Exceeding NQS
Habib Family Day Care Services Pty Ltd,"469B Ballarat Road, SUNSHINE, VIC 3020",SUNSHINE,3020,Family Day Care,,Exceeding NQS
Haddon Community Childcare,"Sago Hill Road, HADDON, VIC 3351",HADDON,3351,Centre-Based Care,23,Meeting NQS
Haddon Preschool Centre,"28 Haddon-Windermere Road, HADDON, VIC 3351",HADDON,3351,Centre-Based Care,29,Meeting NQS
Haddon Primary School OSHC,"Haddon Primary School  398 Sago Hill Rd, HADDON, VIC 3351",HADDON,3351,Centre-Based Care,15,Provisional – Not Yet Assessed
Haering Road Preschool,"17 Haering Road, BORONIA, VIC 3155",BORONIA,3155,Centre-Based Care,30,Exceeding NQS
Haig Avenue Preschool,"Haig Avenue, HEALESVILLE, VIC 3777",HEALESVILLE,3777,Centre-Based Care,29,Exceeding NQS
Haileybury Berwick College,"138 High Street, BERWICK, VIC 3806",BERWICK,3806,Centre-Based Care,110,Exceeding NQS
Haileybury City Early Learning Centre,"383  King Street, WEST MELBOURNE, VIC 3003",WEST MELBOURNE,3003,Centre-Based Care,44,Exceeding NQS
Haileybury Kindergarten,"120 South Road, BRIGHTON EAST, VIC 3187",BRIGHTON EAST,3187,Centre-Based Care,92,Exceeding NQS
Haileybury Newlands,"855-891 Springvale Road, KEYSBOROUGH, VIC 3173",KEYSBOROUGH,3173,Centre-Based Care,117,Exceeding NQS
Hallam Gardens Kindergarten,"26-28 Nettle Drive, HALLAM, VIC 3803",HALLAM,3803,Centre-Based Care,29,Exceeding NQS
Hallam Kindergarten,"30 Harmer Road, HALLAM, VIC 3803",HALLAM,3803,Centre-Based Care,57,Exceeding NQS
Hamilton (Gray St) Primary School Outside School Hours Care,"Gray Street, HAMILTON, VIC 3300",HAMILTON,3300,Centre-Based Care,217,Working Towards NQS
Hamilton North Kindergarten,"134 Coleraine Road, HAMILTON, VIC 3300",HAMILTON,3300,Centre-Based Care,27,Meeting NQS
Hampton Community Kindergarten,"1A Myrtle Road, HAMPTON, VIC 3188",HAMPTON,3188,Centre-Based Care,48,Meeting NQS
Hampton Park Community House O.S.H,"16-20 Stuart Avenue, HAMPTON PARK, VIC 3976",HAMPTON PARK,3976,Centre-Based Care,80,Working Towards NQS
Hampton Park East Kindergarten,"2 Stuart Avenue, HAMPTON PARK, VIC 3976",HAMPTON PARK,3976,Centre-Based Care,30,Exceeding NQS
Hansen Park Preschool,"Tower Street, KILSYTH, VIC 3137",KILSYTH,3137,Centre-Based Care,29,Meeting NQS
Hansen Street Children's Centre,"18 Hansen Street, MOUNT WAVERLEY, VIC 3149",MOUNT WAVERLEY,3149,Centre-Based Care,35,Meeting NQS
Happy Campers Family Day Care,"19 Palpera Tce, GREENSBOROUGH, VIC 3088",GREENSBOROUGH,3088,Family Day Care,,Meeting NQS
Happy Days Childcare,"4-12 The Avenue, NARRE WARREN SOUTH, VIC 3805",NARRE WARREN SOUTH,3805,Centre-Based Care,70,Meeting NQS
Happy Faces Child Care Centre,"136-140 Centenary Drive, MILL PARK, VIC 3082",MILL PARK,3082,Centre-Based Care,79,Working Towards NQS
Happy Family Day Care Scheme - 1,"92 Doveton Ave, EUMEMMERRING, VIC 3177",EUMEMMERRING,3177,Family Day Care,,Provisional – Not Yet Assessed
Happy Feet Early Learning Centre,"6-12 Plantation Road, CORIO, VIC 3214",CORIO,3214,Centre-Based Care,120,Meeting NQS
Happy Feet ELC,"161 Bulmans Rd, MELTON WEST, VIC 3337",MELTON WEST,3337,Centre-Based Care,130,Provisional – Not Yet Assessed
Happy Hubbub,"239a Murray Rd, PRESTON, VIC 3072",PRESTON,3072,Centre-Based Care,17,Provisional – Not Yet Assessed
Happy Jacks Learning & After Care,"1 Icon Dr, DELACOMBE, VIC 3356",DELACOMBE,3356,Centre-Based Care,50,Provisional – Not Yet Assessed
Happy Kids Before & After School Care,"86-94 Austin Road, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,45,Working Towards NQS
Happy Kids Child Care Centre,"187 Gladstone Road, DANDENONG, VIC 3175",DANDENONG,3175,Centre-Based Care,41,Working Towards NQS
Happy Kids Family Day Care Service,"88 Lynch Rd, FAWKNER, VIC 3060",FAWKNER,3060,Family Day Care,,Working Towards NQS
Happy Kidstart Family Day Care,"103 Botanica Springs Bvd, BROOKFIELD, VIC 3338",BROOKFIELD,3338,Family Day Care,,Working Towards NQS
Happy 'N' Friendly Family Day Care Pty Ltd,"91 Unitt St, MELTON, VIC 3337",MELTON,3337,Family Day Care,,Meeting NQS
HAPPY TIMES CHILD CARE & EARLY LEARNING CENTRE,"21 Long St, MENTONE, VIC 3194",MENTONE,3194,Centre-Based Care,23,Provisional – Not Yet Assessed
Harbard Street Kindergarten,"3 Harbard Street, THOMASTOWN, VIC 3074",THOMASTOWN,3074,Centre-Based Care,33,Meeting NQS
Harcourt Pre-School Play Centre,"28 Buckley Street, HARCOURT, VIC 3453",HARCOURT,3453,Centre-Based Care,23,Meeting NQS
Harkaway Primary School,"65 - 67 King Road, HARKAWAY, VIC 3806",HARKAWAY,3806,Centre-Based Care,30,Meeting NQS
Harmony Early Learning Journey Braybrook,"90 - 98 South Rd, BRAYBROOK, VIC 3019",BRAYBROOK,3019,Centre-Based Care,116,Provisional – Not Yet Assessed
Harrisfield Kindergarten,"62 Bowmore Road, NOBLE PARK, VIC 3174",NOBLE PARK,3174,Centre-Based Care,30,Meeting NQS
Hartington Street Early Learning & Kinder,"4 Hartington St, GLENROY, VIC 3046",GLENROY,3046,Centre-Based Care,99,Provisional – Not Yet Assessed
Hartley Ridge Kindergarten,"36 Singleton Drive, ENDEAVOUR HILLS, VIC 3802",ENDEAVOUR HILLS,3802,Centre-Based Care,33,Exceeding NQS
Hartnett House Children's Centre,"123 Albion Street, BRUNSWICK, VIC 3056",BRUNSWICK,3056,Centre-Based Care,126,Working Towards NQS
Hassett Street Kindergarten,"9 Hassett Street, LEONGATHA, VIC 3953",LEONGATHA,3953,Centre-Based Care,30,Meeting NQS
Hastings Child Care Centre,"27 King Street, HASTINGS, VIC 3915",HASTINGS,3915,Centre-Based Care,46,Meeting NQS
Hastings Kindergarten,"17 Marine Parade, HASTINGS, VIC 3915",HASTINGS,3915,Centre-Based Care,30,Meeting NQS
HASTINGS SCHOOL HOLIDAY PROGRAM,"1973 Frankston-Flinders Rd, HASTINGS, VIC 3915",HASTINGS,1973,Centre-Based Care,60,Meeting NQS
Havilah Road Preschool,"22-24 Havilah Road, LONG GULLY, VIC 3550",LONG GULLY,3550,Centre-Based Care,29,Exceeding NQS
Hawkesdale and District Family Services Centre,"66 Mitchell Street, HAWKESDALE, VIC 3287",HAWKESDALE,3287,Centre-Based Care,50,Meeting NQS
Hawthorn Early Years,"586 Glenferrie Road, HAWTHORN, VIC 3122",HAWTHORN,3122,Centre-Based Care,155,Exceeding NQS
Hawwi Family Day Care,"6/2A  Motto Dr, COOLAROO, VIC 3048",COOLAROO,3048,Family Day Care,,Working Towards NQS
Hazel Glen College Children's Programs,"Cookes Rd, DOREEN, VIC 3754",DOREEN,3754,Centre-Based Care,382,Exceeding NQS
Headstart Early Learning Centre Altona North,"61-69 Dohertys Rd, ALTONA NORTH, VIC 3025",ALTONA NORTH,3025,Centre-Based Care,110,Working Towards NQS
Headstart Early Learning Centre Berwick,"Parkhill Drive & Avebury Drive, BERWICK, VIC 3806",BERWICK,3806,Centre-Based Care,120,Meeting NQS
Headstart Early Learning Centre Carnegie,"1 Toolambool Rd, CARNEGIE, VIC 3163",CARNEGIE,3163,Centre-Based Care,120,Meeting NQS
Headstart Early Learning Centre Croydon,"380 Dorset Rd, CROYDON, VIC 3136",CROYDON,3136,Centre-Based Care,33,Exceeding NQS
Headstart Early Learning Centre East Melbourne,"Level 3 & 4/120 Jolimont Road, JOLIMONT, VIC 3002",JOLIMONT,3002,Centre-Based Care,99,Working Towards NQS
Headstart Early Learning Centre Geelong,"53-57 Church Street, GEELONG WEST, VIC 3218",GEELONG WEST,3218,Centre-Based Care,136,Meeting NQS
Headstart Early Learning Centre Hughesdale,"105A Kangaroo Road, HUGHESDALE, VIC 3166",HUGHESDALE,3166,Centre-Based Care,140,Meeting NQS
Headstart Early Learning Centre Knoxfield,"35 Lakewood Drive, KNOXFIELD, VIC 3180",KNOXFIELD,3180,Centre-Based Care,67,Meeting NQS
Headstart Early Learning Centre Ocean Grove,"73-75 Tareeda Way, OCEAN GROVE, VIC 3226",OCEAN GROVE,3226,Centre-Based Care,95,Meeting NQS
Headstart Early Learning Centre South Melbourne,"77 Park Street, SOUTH MELBOURNE, VIC 3205",SOUTH MELBOURNE,3205,Centre-Based Care,60,Meeting NQS
Healthways,"1-11 Arcade Rd, MONT ALBERT NORTH, VIC 3129",MONT ALBERT NORTH,3129,Centre-Based Care,95,Meeting NQS
Heany Park OSHC,"Buckingham Drive, ROWVILLE, VIC 3178",ROWVILLE,3178,Centre-Based Care,75,Exceeding NQS
Heathcote Preschool,"Cnr Herriot St & Camp St, HEATHCOTE, VIC 3523",HEATHCOTE,3523,Centre-Based Care,24,Exceeding NQS
Heathdale Christian College Early Learning Centre,"175 Derrimut Road, WERRIBEE, VIC 3030",WERRIBEE,3030,Centre-Based Care,120,Working Towards NQS
Heathdale Kindergarten Inc,"55 Kookaburra Avenue, WERRIBEE, VIC 3030",WERRIBEE,3030,Centre-Based Care,60,Exceeding NQS
Heatherdale Preschool,"12 Purches Street, MITCHAM, VIC 3132",MITCHAM,3132,Centre-Based Care,30,Exceeding NQS
Heatherhill Kindergarten,"101 Noble Street, NOBLE PARK, VIC 3174",NOBLE PARK,3174,Centre-Based Care,52,Exceeding NQS
Heatherton Christian College Outside School Hours Program,"316-322 Kingston Road, CLARINDA, VIC 3169",CLARINDA,3169,Centre-Based Care,15,Working Towards NQS
Heathmont East Child Care Centre,"13 Armstrong Road, HEATHMONT EAST, VIC 3135",HEATHMONT EAST,3135,Centre-Based Care,35,Meeting NQS
Heathmont East Kindergarten,"Lot 4a Pleasant Drive, HEATHMONT, VIC 3135",HEATHMONT,3135,Centre-Based Care,28,Meeting NQS
Heathmont Kindergarten,"41 Viviani Crescent, HEATHMONT EAST, VIC 3135",HEATHMONT EAST,3135,Centre-Based Care,52,Meeting NQS
Heidelberg Early Learning Centre,"502 Waterdale Road, HEIDELBERG WEST, VIC 3081",HEIDELBERG WEST,3081,Centre-Based Care,40,Meeting NQS
Heidelberg Preschool,"Orient Place, HEIDELBERG, VIC 3084",HEIDELBERG,3084,Centre-Based Care,50,Exceeding NQS
Heidelberg Primary School - School Age Care Program,"118 Cape Street, HEIDELBERG, VIC 3084",HEIDELBERG,3084,Centre-Based Care,140,Meeting NQS
Helen Jessen Early Learning Centre,"145 Crook Street, BENDIGO, VIC 3550",BENDIGO,3550,Centre-Based Care,72,Exceeding NQS
Helen M Kininmonth Kindergarten,"28 Hesse Street, WINCHELSEA, VIC 3241",WINCHELSEA,3241,Centre-Based Care,30,Exceeding NQS
Helen Paul Kindergarten,"33 Kingston Street, HAMPTON, VIC 3188",HAMPTON,3188,Centre-Based Care,52,Exceeding NQS
Helm Street Preschool,"13 Helm Street, KANGAROO FLAT, VIC 3555",KANGAROO FLAT,3555,Centre-Based Care,51,Exceeding NQS
Helping Hands Family Day Care,"3 Frankston Gardens Drive, CARRUM DOWNS, VIC 3201",CARRUM DOWNS,3201,Family Day Care,,Provisional – Not Yet Assessed
